Tmdbid,Title,Genre1,Genre2,Genre3,Genre4,Genre5,TmdbVote,Keywords
48860,The Tomorrow People,Drama,Sci-Fi & Fantasy,,,,7.1,"remake,superhuman,super power"
54344,The Leftovers,Sci-Fi & Fantasy,Drama,,,,7.7,"depression,based on novel or book,police chief,disappearance,family,missing person,small town sheriff,strange event"
72743,Burden of Truth,Drama,,,,,7.6,"canada,legal drama"
2490,The IT Crowd,Comedy,,,,,8.1,"computer,office,nerd,geek,computer nerd,sitcom,information technology,workplace comedy"
103783,Little Voice,Drama,Comedy,,,,8.2,"musical,coming of age"
1908,Miami Vice,Crime,Drama,,,,7.3,"miami, florida,undercover agent,police detective"
19253,Mazinger Z,Action & Adventure,Animation,Sci-Fi & Fantasy,,,7.8,"japan,giant robot,piloted robot,based on manga,robot,scientist,anime,shogun warrior"
61733,Empire,Drama,Music,,,,7,"hip-hop,music,sibling rivalry"
10180,The Virginian,Western,Drama,,,,6.4,"ranch,19th century"
64230,Preacher,Mystery,Drama,Sci-Fi & Fantasy,,,7.5,"vampire,dc comics,texas,supernatural,based on comic,god,preacher,heaven and hell,supernatural power"
110749,Deaf U,Reality,Documentary,,,,5.5,"washington d.c.,deaf,university,sign languages"
79,Dora the Explorer,Action & Adventure,Animation,Family,Kids,,5,"latinx lead,anthropomorphism,little girl,educational,explorer,kids,quest,logic,mystical land"
108207,Trampas y caretas,Soap,Comedy,,,,0,"romance,talking robot"
1437,Firefly,Drama,Action & Adventure,Sci-Fi & Fantasy,,,8.3,"future,spacecraft,heist,outlaw,space,space western,space opera"
99312,El día menos pensado,Mystery,Sci-Fi & Fantasy,Drama,,,0,"poltergeist,horror,anthology,paranormal,thriller,ghost"
102655,D4DJ First Mix,Animation,,,,,9,"music,idol,school,dj,electronic music,anime,girls,students,cgi animation"
902,Yu-Gi-Oh! Duel Monsters,Animation,Sci-Fi & Fantasy,Action & Adventure,,,8.2,"anime,游戏王dm"
30980,A Certain Magical Index,Action & Adventure,Animation,Sci-Fi & Fantasy,Drama,Comedy,7.1,"magic,supernatural,school,wizard,magical girl,anime,magical"
60556,Bitten,Drama,Sci-Fi & Fantasy,,,,7.1,"based on novel or book,wolf,supernatural,blood,werewolf,cursed"
2405,Johnny Bravo,Animation,Comedy,Family,,,7.4,"womanizer,vulgarity,hunks,manly"
61440,Strike the Blood,Action & Adventure,Animation,Sci-Fi & Fantasy,,,7.3,"harem,based on light novel,anime"
17362,Dr. Kildare,Drama,,,,,5.6,"hospital,doctor,medical drama"
62957,Der Bergdoktor,Family,Drama,,,,6.1,"mountain,doctor"
82298,Where Stars Land,Drama,,,,,8.6,romance
98430,Infieles,Comedy,,,,,0,"infidelity,anthology,sex comedy,erotic"
14009,The Addams Family,Comedy,Family,,,,7.8,"parent child relationship,vampire,butler,marriage,haunted house,dark comedy,satire,horror,family relationships,wealthy,gothic,macabre,uncle nephew relationship,dark fantasy,sitcom,eccentric family,goth girls,addams family"
62273,Food Wars! Shokugeki no Soma,Animation,Comedy,Drama,,,8.5,"cooking,rivalry,based on manga,school life,ecchi,shounen,anime,fan service,cooking competition,foodgasm,food porn"
37722,Dream High,Drama,,,,,7,"high school,friendship,love triangle,music,music teacher,bullying,teacher,singer,school,singing,performing arts,music industry"
82162,Winx Club 7,Kids,Animation,,,,9.8,winx
63187,Monster Musume: Everyday Life with Monster Girls,Animation,Comedy,Sci-Fi & Fantasy,,,6.8,"monster,nudity,based on manga,ecchi,anime,fan service,interspecies romance"
1021,Casualty,Drama,,,,,5.2,"england,hospital,doctor,medical drama"
30991,Cowboy Bebop,Action & Adventure,Animation,Crime,Drama,Sci-Fi & Fantasy,8.4,"future,bounty hunter,jazz,philosophy,blues,space,space western,neo-noir,anime"
78670,Impulse,Action & Adventure,Sci-Fi & Fantasy,Drama,,,7.9,"hidden powers,superhuman abilities"
77400,The Innocents,Sci-Fi & Fantasy,Drama,,,,6.2,teen drama
2919,Burn Notice,Action & Adventure,Drama,,,,7.6,"miami, florida,espionage,caper,private investigator,ex spy"
80707,GHOUL,Mystery,Sci-Fi & Fantasy,Drama,,,6.5,"horror,demonic possession,demonic,demonic spirit,gul"
1823,The Love Boat,Drama,Comedy,Action & Adventure,,,6.4,"ship,cruise ship"
34899,Magnificent Century,Drama,Action & Adventure,,,,8,"royal family,palace intrigue,historical drama,16th century,ottoman empire"
60804,The Night Shift,Drama,,,,,7,"night shift,hospital,doctor,emergency room,ex military,medical drama,san antonio texas"
13837,Wanted: Dead or Alive,Western,,,,,6.8,"bounty hunter,wild west,19th century"
2593,Without a Trace,Mystery,Drama,Action & Adventure,,,7.1,"new york city,fbi,missing person,criminal investigation,police procedural"
4606,Garfield and Friends,Animation,Comedy,,,,7.1,"cartoon cat,cartoon dog"
68343,Angel,Animation,Drama,Kids,,,7,"france,magic,europe,coming of age,anthropomorphism,animal,magical girl,shoujo,anime,kodomo"
656,Curious George,Animation,Family,Kids,,,6.8,"educational,kids,primate"
67773,Dirk Gently's Holistic Detective Agency,Comedy,Sci-Fi & Fantasy,Crime,,,7.8,"based on novel or book,detective,super power,murder investigation"
42025,Mako Mermaids: An H2O Adventure,Comedy,Sci-Fi & Fantasy,Drama,Action & Adventure,,7.6,"island,mermaid,siren,mako,tritone"
74081,Blend S,Animation,Comedy,Drama,,,8.8,"waitress,cafeteria,slice of life,based on manga,anime"
61313,Deux hommes en or,News,Talk,,,,0,talk show
108261,Mr. Queen,Drama,Comedy,Sci-Fi & Fantasy,,,8.7,"time travel,joseon dynasty"
60833,The Irregular at Magic High School,Action & Adventure,Animation,Sci-Fi & Fantasy,,,6.8,"magic,supernatural,romance,school life,based on light novel,anime"
1615,Chip 'n' Dale Rescue Rangers,Animation,Comedy,Kids,Family,,7.5,"amateur detective,chipmunk"
106,The Andy Griffith Show,Comedy,,,,,7.6,"small town,sheriff,north carolina,jail,courthouse,widower,aunt nephew relationship,americana,small town sheriff,sitcom,wisdom,justice of the peace,father son relationship"
2171,Cold Case,Crime,Drama,Mystery,,,7.7,"philadelphia, pennsylvania,police,detective,investigation,victim,thriller,police detective,female detective,murder investigation,homicide detective,cold case,police procedural"
13859,The Rifleman,Action & Adventure,Western,,,,7.4,widower
101028,Los Pecados de Barbara,Comedy,,,,,2,los pecados de barbara
112667,I★Chu: Halfway Through the Idol,Animation,,,,,5,"music,slice of life,school,based on video game,anime,idol group"
82988,Conception,Animation,Action & Adventure,Sci-Fi & Fantasy,,,8.5,"magic,harem,romance,anime"
70128,Genius,Drama,,,,,7.6,"genius,biography,historical drama"
36250,xxxHOLiC,Animation,Sci-Fi & Fantasy,,,,7.4,"magic,based on manga,seinen,japanese mythology,anime"
4271,Farscape,Action & Adventure,Sci-Fi & Fantasy,,,,7.9,"spacecraft,space travel,wormhole,alien,farscape,space,alien race,distant  planet,distant galaxy"
63663,Gate,Action & Adventure,Animation,Fantasy,Comedy,Drama,7.2,"elves,magic,politics,kidnapping,air force,conspiracy,disaster,gunfight,dragon,massacre,violence,parallel world,military,imperialism,based on light novel,anime,fan service,drastic change of life,isekai,otaku"
100883,Never Have I Ever,Comedy,,,,,8.1,"romance,coming of age,teen comedy"
1428,MythBusters,Documentary,,,,,7.8,"research,experiment,engineering,urban legend,explosion,science,debunking,crash test dummy,myth"
926,"Scooby-Doo, Where Are You?",Animation,Mystery,Comedy,,,7.8,crime solving
31295,Misfits,Sci-Fi & Fantasy,Drama,Comedy,,,7.6,"superhero,supernatural,community service,juvenile delinquent,super power,troubled teen,young adult"
61445,Rage of Bahamut,Action & Adventure,Animation,Sci-Fi & Fantasy,,,7.9,"magic,angel,demon,based on game,anime"
4546,Curb Your Enthusiasm,Comedy,,,,,8.1,"los angeles, california,writer,improvisation"
3562,NOVA,Documentary,,,,,7.1,"nature,science"
40044,Marvel’s Hulk and the Agents of S.M.A.S.H,Action & Adventure,Animation,Sci-Fi & Fantasy,,,6.3,"superhero,based on comic"
21567,The Outer Limits,Drama,Sci-Fi & Fantasy,,,,7.9,"science,horror anthology"
82822,Zombie Land Saga,Animation,Comedy,,,,8.4,"concert,dance performance,music,competition,supernatural,idol,teamwork,training,undead,horror,zombie,art,anime,absurdist,drastic change of life,time skip,idol group"
112278,Trial 4,Documentary,,,,,7,true crime
65648,Maid Sama!,Animation,Comedy,Drama,,,8.9,"high school,romantic comedy,romance,coming of age,school,maid,based on manga,school life,shoujo,anime,love polygon,working life"
73117,Knightfall,Action & Adventure,Drama,,,,7,"historical drama,knight templars,13th century"
45998,KissXsis,Animation,Comedy,,,,6.3,"harem,incest,school life,ecchi,anime"
5687,The Smurfs,Animation,Family,Sci-Fi & Fantasy,Kids,,6.8,based on comic
91275,Unbelievable,Drama,Crime,,,,8.1,"rape,sexual abuse,detective,female detective,based on magazine, newspaper or article"
88166,I Know This Much Is True,Drama,,,,,7.2,"sacrifice,forgiveness,brotherhood,childhood trauma,tragedy,betrayal"
4496,Meet the Press,News,,,,,4,news broadcast
93811,Into the Night,Sci-Fi & Fantasy,,,,,7.5,"pilot,flight,survival"
70484,Britannia,Drama,Sci-Fi & Fantasy,,,,6.8,"druid,celtic,roman army,britannia"
99530,Transplant,Drama,,,,,6.8,"toronto, canada,student of medicine,hospital,emergency doctor,emergency surgery,emergency room,procedural,medical drama"
105359,Pop Out Boy!,Drama,,,,,8,based on comic
1338,Alarm for Cobra 11: The Motorway Police,Drama,Comedy,Action & Adventure,,,5.9,"police,germany,highway police"
1532,Starsky & Hutch,Action & Adventure,Drama,,,,7.2,police
85844,Wise Man’s Grandchild,Animation,Comedy,Action & Adventure,Sci-Fi & Fantasy,,8.3,"high school,magic,boarding school,training,romance,school,violence,fighting,demon,parallel world,military,school life,based on light novel,anime,school club,isekai"
21494,V,Sci-Fi & Fantasy,Drama,,,,6.5,"alien,remake,extraterrestrial,alien invasion"
4177,Perry Mason,Mystery,Drama,Crime,,,8,"based on novel or book,detective,lawyer,los angeles, california,criminal lawyer"
70882,Armed Girl's Machiavellism,Animation,Comedy,Action & Adventure,,,7.1,"high school,martial arts,harem,romance,sword fight,school,based on manga,ecchi,shounen,anime"
3670,Cops,Reality,,,,,6.7,police
88324,Virgin River,Drama,,,,,7.9,romance
2947,Veep,Comedy,,,,,7.4,"politics,political satire,vice president,usa politics"
100757,Outer Banks,Action & Adventure,Drama,Mystery,,,8.6,"child abuse,surfing,diving,treasure hunt,north carolina,boat chase,teenager,illegal drugs,outer banks"
2407,Dark Angel,Action & Adventure,Drama,,,,7.5,"underworld,martial arts,washington d.c.,strong woman,dystopia,post-apocalyptic future,secret government organization,superhuman,super soldier,female protagonist,genetic engineering,hunted,child soldier,bike messenger"
2119,Airwolf,Action & Adventure,Sci-Fi & Fantasy,,,,7.5,"helicopter,spy,pilot,post world war ii,military"
11100,Godzilla: The Series,Animation,Action & Adventure,Crime,,,7.2,gojira
4620,Eureka,Sci-Fi & Fantasy,Comedy,Drama,,,7.7,"technology,genius,futuristic,scientist,science,hope for future,invisible barrier,fringe science"
80411,Erkenci Kuş,Drama,Comedy,,,,7.5,"turkey,romantic"
92443,Apache: La vida de Carlos Tevez,Drama,,,,,7.6,"argentina,football (soccer),latin america"
37678,The Voice,Reality,,,,,5.5,"music competition,singing competition,reality competition,blind audition"
1530,My Three Sons,Comedy,,,,,6.1,"single father,sitcom"
65835,Captain Tsubasa J,Animation,Kids,,,,4.4,"cartoon,football (soccer)"
78122,Saint Seiya Saintia Sho,Action & Adventure,Animation,Drama,Sci-Fi & Fantasy,,7.8,"seinen,anime"
4551,America's Got Talent,Reality,,,,,5.5,"competition,talent show,reality competition,competitive"
2423,Celebrity Deathmatch,Comedy,Animation,,,,7.4,"wrestling,celebrity,claymation"
931,He-Man and the Masters of the Universe,Action & Adventure,Animation,Sci-Fi & Fantasy,,,7,"magic,alien planet,sword and planet"
71715,Good Girls,Comedy,Drama,,,,7.9,housewife
78457,Wotakoi: Love is Hard for Otaku,Comedy,Animation,,,,7.3,"romance,based on manga,anime,josei"
104991,Love a Lifetime,Drama,Sci-Fi & Fantasy,Action & Adventure,,,8,romance
99490,Once Again,Drama,,,,,8.2,"romance,divorce,family,family problems"
49920,The Vow,Documentary,,,,,6.9,sex cult
676,Tom and Jerry Tales,Sci-Fi & Fantasy,Animation,Comedy,,,7.4,"cat and mouse,cartoon cat,cartoon mouse"
37548,Junjou Romantica,Animation,Comedy,Drama,,,7.4,"daily life,romance,coming of age,slice of life,based on manga,art,teacher student relationship,lgbt,angst,anime,shounen ai,bishounen,drastic change of life,josei,erotic,gay"
219,Kyle XY,Sci-Fi & Fantasy,Drama,,,,7.2,"experiment,seattle,genius,secret organization,superhuman,fish out of water,family drama,teenager"
67752,Channel Zero,Drama,,,,,7.2,"monster,loss of loved one,supernatural,television,horror,anthology,horror anthology"
79008,Luis Miguel: The Series,Drama,,,,,7.6,"fictional biography,spanish singer"
355,The Bachelor,Reality,Drama,,,,6,"competition,bachelor,romance,love,dating,searching for love,dating show,single man,reality competition"
61068,Gomorrah,Crime,Drama,,,,8,"italy,europe,camorra,organized crime,mafia,drugs,street,21st century,cosa nostra"
2723,Samurai Jack,Action & Adventure,Animation,Sci-Fi & Fantasy,,,8.4,"flying car,killer robot,time travel,revenge,fugitive,robot,violence,gun violence,wanderer,code of the samurai,武士杰克,hovercar"
61598,The Border,Action & Adventure,Crime,Drama,,,7.6,"human trafficking,border guard,poland,bombing,murder investigation"
92579,Keep Your Hands Off Eizouken!,Animation,Comedy,Action & Adventure,,,8.4,"exploration,friends,slice of life,school,female protagonist,student,based on manga,creation,skills,project,anime,creativity"
1678,The Golden Girls,Comedy,,,,,7.7,"florida,miami, florida,widow,female friendship,elderly,sitcom"
76874,Alexa & Katie,Comedy,,,,,8.6,"cancer,female protagonist"
77947,Harrow,Crime,Drama,,,,7,"medical examiner,forensic"
90677,Fate/Grand Order Absolute Demonic Front: Babylonia,Animation,Action & Adventure,Drama,Sci-Fi & Fantasy,,8.2,"übernatürliche,romantik"
3579,The Angry Beavers,Animation,Comedy,Family,,,7,"beaver,forest"
78370,Le show de Rousseau,Talk,,,,,0,"talk show,celebrity"
65336,March Comes in Like a Lion,Drama,Animation,Comedy,,,8.1,"depression,sports,daily life,competition,bullying,dysfunctional family,coming of age,slice of life,tournament,based on manga,family,game,school life,seinen,anime,shogi"
66980,Babylon Berlin,Drama,,,,,7.9,"period drama,costume drama,neo-noir"
108298,Challenger: The Final Flight,Documentary,,,,,7.1,"nasa,history,tragedy,space shuttle,challenger tragedy"
98180,La fiera,Soap,Comedy,,,,0,romance
36,Medium,Crime,Drama,Mystery,Sci-Fi & Fantasy,,7.4,"medium,paranormal,psychic power,criminal consultant,phoenix arizona"
46616,The Returned,Drama,Mystery,Sci-Fi & Fantasy,,,7.4,"small town,france,loss of loved one,supernatural,europe,resurrection,horror,teacher,children,fate,family,based on movie,outdoor,accident,21st century"
1706,The Pretender,Drama,Mystery,Sci-Fi & Fantasy,,,7.4,"undercover,anti hero,genius,investigation,conspiracy,evil corporation,impostor,justice,boy genius,manhunt,prodigy"
65503,Aikatsu!,Animation,,,,,5.7,"music,idol,school,shoujo,anime"
71722,Deception,Drama,Crime,,,,7.3,"magic,fbi,illusionist,criminal consultant"
3382,Charlie's Angels,Action & Adventure,,,,,6.5,"friendship,martial arts,undercover,fight,1970s,investigation,secret agent,fistfight,private investigator,los angeles, california,violence,disguise,private detective"
17109,"Toma Lá, Dá Cá",Comedy,Family,,,,8.9,"brazilian,family relationships,neighbor,sitcom"
64264,Game Shakers,Comedy,,,,,7.1,computer game
106759,Un diablo con ángel,Soap,Comedy,Sci-Fi & Fantasy,,,0,"angel,romance,back from the dead"
81349,Devs,Sci-Fi & Fantasy,Drama,Mystery,,,7.5,"silicon valley,thriller,determinism,fx on hulu"
70540,Andi Mack,Comedy,Family,Drama,,,8.4,"teenage girl,best friend,middle school,teenager,east asian lead"
54155,Hanna,Action & Adventure,Drama,,,,7.4,"underage soldier,coming of age,thriller,based on movie,child soldier,vengeance"
2751,The New Alfred Hitchcock Presents,Drama,Mystery,,,,7.6,"anthology,horror anthology"
9045,The Stand,Sci-Fi & Fantasy,Drama,,,,6.8,"post-apocalyptic future,survivor,horror,disaster,miniseries,apocalypse,virus,pandemic,influenza,intellectual disability,speech disorder"
648,The Incredible Hulk,Action & Adventure,Drama,,,,7.1,"superhero,based on comic,scientist,hulk"
61888,The Last Man on Earth,Drama,Comedy,,,,6.6,"future,dystopia,post-apocalyptic future,survivor,lethal virus,last human"
67154,Chivalry of a Failed Knight,Animation,Sci-Fi & Fantasy,Action & Adventure,,,7.2,"ecchi,based on light novel,anime,fan service,academy"
66082,Another Miss Oh,Comedy,Drama,Family,,,8.1,"love triangle,precognition,romance,future vision,namesake"
72637,Once,Comedy,Family,,,,8.3,"sports,football (soccer)"
45094,The Following,Crime,Drama,,,,6.7,"self-destruction,fbi,cult,serial killer,murder investigation"
69295,Masamune-kun's Revenge,Animation,Comedy,Drama,,,6.1,"high school,romantic comedy,bullying,harem,rivalry,romance,revenge,school,based on manga,school life,shounen,anime"
96402,"BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense.",Animation,Action & Adventure,Sci-Fi & Fantasy,Comedy,,7.5,"video game,virtual reality,competition,survival,female protagonist,based on light novel,anime,virtual world,vrmmo"
3769,Dynasty,Soap,Drama,,,,6.6,"denver, colorado,colorado,oil,wealthy family"
40,Dallas,Soap,Drama,,,,6.2,"southern usa,texas,ranch,dallas texas,dysfunctional family,sibling rivalry,oil industry,family saga"
46132,Paperissima Sprint,Talk,,,,,0,"failure,prank,animal,candid camera,baby animals,epic fails"
91121,How Do You Play?,Reality,Comedy,,,,9.4,"camera,challenge"
2282,Aquí no hay quien viva,Comedy,,,,,7.6,"neighbor,new neighbor,building,noisy neighbor,resident,next door neighbor,neighbor neighbor relationship"
652,"What's New, Scooby-Doo?",Animation,Action & Adventure,Mystery,Comedy,,7.8,crime solving
46080,Masha and the Bear,Animation,Family,Kids,,,6.9,"bear,kids,cartoon bear"
86850,Dracula,Drama,Action & Adventure,,,,7.3,"london, england,based on novel or book,nun,transylvania,vampire,miniseries,haunted castle,haunted ship,dracula"
3122,Star Wars: Clone Wars,Action & Adventure,Animation,,,,7.3,space opera
98048,El amor está de moda,Soap,Comedy,,,,0,fashion designer
4602,That's So Raven,Comedy,Kids,Family,,,7.2,"high school,san francisco, california,family relationships,psychic power,family,teen comedy,extrasensory perception,sitcom,family of color"
34967,Falling Skies,Action & Adventure,Sci-Fi & Fantasy,,,,7,"post-apocalyptic future,survivor,alien,alien invasion"
68837,Justice League Action,Action & Adventure,Animation,Family,Sci-Fi & Fantasy,,6.9,"dc comics,superhero,cartoon,based on comic,short"
61231,Intruders,Mystery,Sci-Fi & Fantasy,Crime,,,6.9,"based on novel or book,immortality,secret society,paranormal phenomena,ex-cop"
40290,MasterChef,Reality,,,,,7.3,"competition,cooking,cooking competition"
74035,Yo! Welcome to Korea!,Reality,,,,,8,travel
40143,Shaman King,Animation,Kids,Sci-Fi & Fantasy,,,8.7,"shaman,based on manga,shounen,anime"
65417,PJ Masks,Kids,Animation,Family,Kids,,5.5,"mask,superhero,kids"
32222,The Black Forest Clinic ,Family,Drama,Drama,,,6,"hospital,doctor,family affairs"
72426,GAMERS!,Animation,Comedy,,,,8.3,"high school,video game,romance,fan culture,school life,based on light novel,anime"
62255,Seraph of the End,Action & Adventure,Animation,Sci-Fi & Fantasy,,,7,"super power,dark fantasy,vampirism,shounen"
17572,Kick Buttowski: Suburban Daredevil,Action & Adventure,Animation,Comedy,Kids,,8,daredevil
91246,Mao Mao: Heroes of Pure Heart,Animation,Action & Adventure,,,,7.6,"swordsman,black cat,talking animals"
61283,Équipé pour rouler,Reality,,,,,0,"celebrity,car,magazine show"
66276,The Night Of,Crime,Drama,Mystery,,,7.9,"prison,new york city,muslim,trial,murder,jail,lawyer,miniseries,district attorney,court trial,murder investigation,murder trial,eczema"
79622,Hunters,Crime,Drama,,,,7.7,"new york city,1970s,thriller,nazi hunter"
2518,The Tonight Show with Jay Leno,Talk,Comedy,,,,5.4,"talk show,late-night show"
1682,Teletubbies,Sci-Fi & Fantasy,,,,,3.6,"surrealism,children,educational,kids"
88051,To the Abandoned Sacred Beasts,Action & Adventure,Drama,Sci-Fi & Fantasy,Animation,,8.1,shounen
4589,Arrested Development,Comedy,,,,,8.1,"prison,narration,dysfunctional family,sexual humor,family relationships,mockumentary,fake documentary,orange county california"
5148,Stargate Universe,Action & Adventure,Drama,Sci-Fi & Fantasy,,,7.3,"future,spacecraft,starship,technology,space travel,alien,futuristic,survival,alien planet,lost in space,social conflict,cosmos,distant  planet"
88045,How Heavy Are the Dumbbells You Lift?,Animation,Comedy,,,,8,"sports,slice of life,ecchi"
10268,Primeval,Action & Adventure,Sci-Fi & Fantasy,,,,7.3,"monster,dinosaur,team,time portal,anomaly,jurassic"
2260,H2O: Just Add Water,Drama,Family,Sci-Fi & Fantasy,,,7.6,"australia,supernatural,mermaid,children,teenager,teen drama,jetix"
59186,Impractical Jokers,Comedy,,,,,7.6,"hidden camera,prank,practical joker"
39276,Unforgettable,Crime,Drama,Mystery,,,6.7,"new york city,police detective,nypd,female detective,photographic memory,homicide detective,major crime unit"
63770,The Late Show with Stephen Colbert,Comedy,Talk,,,,6.7,late-night show
21732,Mobile Suit Gundam 00,Action & Adventure,Animation,Drama,Sci-Fi & Fantasy,,7.2,anime
600,Renegade,Action & Adventure,Drama,Crime,,,6,"martial arts,bounty hunter,fugitive,on the run,police corruption,motorcycle,violence,framed"
46671,The Future Diary,Action & Adventure,Animation,Drama,Mystery,,6.9,"obsession,supernatural,based on manga,shounen,anime"
63418,Code Black,Drama,,,,,7.6,"nurse,hospital,los angeles, california,doctor,emergency room,medical drama,residents"
83605,Mrs. America,Drama,,,,,8.2,"1970s,biography,equal rights amendment,fx on hulu"
73101,MasterChef,Reality,,,,,3.5,"masterchef,konkurrence,madlavning"
92916,Marianne,Mystery,,,,,7.7,horror
249,Clarissa Explains It All,Comedy,,,,,7.6,"satire,family relationships,growing up,breaking the fourth wall,teenager,talking to the camera,teen comedy,talking to the audience,sitcom"
39379,Full Metal Panic!,Animation,Sci-Fi & Fantasy,,,,7.2,"high school,based on novel or book,slapstick,romance,mecha,piloted robot,gunfight,violence,parallel world,military,school life,seinen,anime"
102316,Love Life,Comedy,Drama,,,,7.9,"anthology,romance,love"
62320,Grace and Frankie,Comedy,Drama,,,,7.4,"divorce,family,beach house,lgbt,elderly,gay culture,frenemies,senescence,gay"
82823,Boarding School Juliet,Action & Adventure,Comedy,Animation,Drama,,8.6,"romantic comedy,dormitory,rivalry,romance,school,based on manga,high school rivalry,school life,shounen,anime"
99799,Alex Rider,Drama,Action & Adventure,Family,,,7.8,"spy,teenager,teen spy,based on young adult novel"
4656,WWE Raw,Reality,,,,,6.2,"wrestling,superstar,sports entertainment"
58981,The Thundermans,Action & Adventure,Comedy,Family,Sci-Fi & Fantasy,,7.9,"superhero,teenager,supervillain,teen superhero"
7842,The Tom and Jerry Show,Animation,Comedy,Kids,Family,,7.8,cat and mouse
62327,Blood Blockade Battlefront,Animation,Sci-Fi & Fantasy,Action & Adventure,Comedy,,7.1,"new york city,martial arts,magic,vampire,supernatural,dark comedy,secret organization,secret agent,undead,alien,coming of age,disaster,zombie,based on manga,fighting,parallel world,super power,family tragedy,shounen,anime,urban fantasy"
1063,Samurai Champloo,Action & Adventure,Animation,Comedy,Drama,,8.3,"hip-hop,obsessive quest,shounen,anime,changing era"
1486,21 Jump Street,Crime,Mystery,Drama,,,6.9,"undercover agent,police,undercover,coming of age,teenager,police detective,1980s,cult tv,police procedural"
80307,Bodyguard,Crime,Drama,War & Politics,,,7.9,"army,middle east,police,politics,bodyguard,politician,thriller,terrorism,family,security,veteran,traumatized"
105917,Zločiny Velké Prahy,Crime,,,,,0,inspired by real stories
100010,Big Sky,Drama,Mystery,,,,7.8,"kidnapping,montana,thriller,private detective"
78950,Miracle Workers,Comedy,,,,,6.9,"based on novel or book,anthology,end of the world,workplace comedy"
64433,Shades of Blue,Drama,Crime,,,,7.2,"dirty cop,police detective,nypd,female detective"
49471,Danganronpa: The Animation,Action & Adventure,Animation,Drama,Mystery,,8,"based on video game,murder mystery,anime"
43270,Blood-C,Action & Adventure,Animation,Mystery,,,8,"high school,small town,supernatural,blood,violence,anime"
64555,Frontier,Action & Adventure,Drama,,,,6.5,"native american,historical fiction,18th century,historical drama,indigenous peoples,fur trade"
39793,Call the Midwife,Drama,Family,,,,7.1,"london, england,based on novel or book,nurse,nun,midwife,hospital,doctor,period drama,nursing,1950s,medical drama,medical clinic,maternity,convent"
72748,Strike,Crime,Drama,Mystery,,,6.6,"london, england,based on novel or book,private detective"
85703,Always a Witch,Drama,Sci-Fi & Fantasy,,,,7.8,"witch,based on novel or book,time travel"
1777,Boy Meets World,Drama,Comedy,,,,8.1,"high school,friendship,philadelphia, pennsylvania,family relationships,coming of age,growing up,school,sitcom,life lessons"
88061,"Hensuki: Are You Willing to Fall in Love With a Pervert, As Long As She's a Cutie?",Animation,,,,,8,"harem,ecchi,based on light novel,anime,只要可爱即使是变态你也会喜欢我吧？"
70590,Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side: Sword Oratoria,Animation,Action & Adventure,Comedy,,,6.6,"spin off,based on light novel,anime"
67483,Blow Breeze,Drama,,,,,6.6,north korean defector
4734,Jumong,War & Politics,Drama,,,,8.5,"period drama,ancient korea,kingdom of goguryeo, korea"
66888,Part of Me,Crime,Drama,Mystery,Soap,,9.5,"romance,revenge,spirit"
67557,The Grand Tour,Documentary,Talk,,,,7.8,"automobile,travel,racing,car,race,vehicles,cocking about,celebrity guests,motoring"
102904,Sweet Magnolias,Drama,,,,,7.7,"based on novel or book,south carolina"
64198,Blaze and the Monster Machines,Animation,Kids,Family,,,5.8,car
12598,Black Lagoon,Action & Adventure,Animation,Drama,Crime,,7.9,"bounty hunter,daily life,mercenary,arms dealer,femme fatale,outlaw,revenge,female yakuza,mafia,gunfight,pirate,terrorism,violence,girls with guns,tropical island,female gunfighter,contraband,seinen,ship's crew,anime,drastic change of life,crime organization"
60726,Forever,Drama,Crime,Mystery,Sci-Fi & Fantasy,,7.6,"new york city,secret,police,immortality,morgue,coroner,criminal investigation,murder investigation,medical examination,medical drama"
21729,Gurren Lagann,Animation,Drama,Action & Adventure,Sci-Fi & Fantasy,,8.2,"space battle,romance,coming of age,mecha,mankind forced underground,anime"
2355,Lilo & Stitch: The Series,Family,Animation,Comedy,,,7,"hawaii,alien,kids,based on movie"
67126,Himouto! Umaru-chan,Animation,Comedy,,,,8.5,"slice of life,school,based on manga,seinen,anime"
4336,Drawn Together,Animation,Comedy,,,,8.2,"parody,adult animation,reality tv"
43982,Line of Duty,Crime,Drama,Mystery,,,8.1,"police,dirty cop,police corruption,procedural,birmingham,anti-corruption"
24106,Captain Tsubasa Road to Two Thousand and Two,Animation,Drama,,,,6.1,"sports,football (soccer),anime"
89314,Reprisal,Drama,,,,,7.2,"femme fatale,neo-noir"
63330,My Wife is the Student Council President,Comedy,Animation,,,,6.2,ecchi
1466,Joey,Comedy,,,,,6.2,"los angeles, california,spin off,uncle nephew relationship,aspiring actor,sitcom"
78036,Creeped Out,Sci-Fi & Fantasy,Mystery,,,,7.3,"horror,anthology,horror anthology"
60808,No Game No Life,Action & Adventure,Animation,Comedy,Sci-Fi & Fantasy,,8.6,"gambling,elves,fairy,supernatural,parody,game,parallel world,super power,strategy,seinen,ecchi,based on light novel,anime,fan service,high fantasy,neet,drastic change of life,isekai,hikikomori"
2035,20/20,News,Documentary,,,,7.4,magazine show
1891,Rome,Action & Adventure,Drama,,,,8.3,"rome, italy,roman empire,ancient rome,historical drama,1st century"
